bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,image_id,path,vehicle_type
128,250,899,571,181,train_00984,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00984.jpg,Sedan
79,64,281,190,37,train_00985,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00985.jpg,SUV
30,114,1001,765,133,train_00986,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00986.jpg,SUV
10,25,310,221,40,train_00987,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00987.jpg,Sedan
394,379,1624,1033,23,train_00988,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00988.jpg,Sedan
9,34,253,157,53,train_00989,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00989.jpg,Pick Up
5,99,638,324,161,train_00990,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00990.jpg,Convertible
108,62,391,327,31,train_00991,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00991.jpg,Convertible
59,106,581,309,168,train_00992,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00992.jpg,Hatchback
20,222,948,654,115,train_00993,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00993.jpg,Sedan
55,297,664,600,112,train_00994,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00994.jpg,Coupe
75,186,596,571,63,train_00995,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00995.jpg,Sedan
3,70,333,212,104,train_00996,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00996.jpg,Coupe
11,84,253,182,60,train_00997,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00997.jpg,Wagon
96,3,635,445,58,train_00998,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00998.jpg,SUV
79,75,585,355,58,train_00999,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\00999.jpg,SUV
214,382,1459,1117,119,train_01000,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01000.jpg,Van
36,13,611,302,43,train_01001,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01001.jpg,Coupe
43,96,561,359,43,train_01002,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01002.jpg,Coupe
197,237,546,386,192,train_01003,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01003.jpg,Hatchback
22,22,255,172,56,train_01004,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01004.jpg,Coupe
15,86,294,214,65,train_01005,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01005.jpg,Pick Up
128,82,1952,1395,170,train_01006,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01006.jpg,Hatchback
61,189,976,656,137,train_01007,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01007.jpg,Sedan
45,203,982,564,43,train_01008,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01008.jpg,Coupe
39,100,479,317,70,train_01009,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01009.jpg,Pick Up
6,3,932,639,6,train_01010,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01010.jpg,Coupe
248,147,554,323,101,train_01011,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01011.jpg,Coupe
58,72,763,529,6,train_01012,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01012.jpg,Coupe
63,72,250,149,152,train_01013,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01013.jpg,Coupe
140,114,1335,917,100,train_01014,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01014.jpg,Convertible
42,111,777,562,194,train_01015,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01015.jpg,Sedan
482,134,1382,739,170,train_01016,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01016.jpg,Hatchback
39,84,994,656,127,train_01017,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01017.jpg,Minivan
89,209,730,482,162,train_01018,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01018.jpg,Sedan
219,213,1156,543,168,train_01019,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01019.jpg,Hatchback
81,96,556,385,83,train_01020,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01020.jpg,Wagon
10,13,247,182,162,train_01021,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01021.jpg,Sedan
110,31,833,422,23,train_01022,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01022.jpg,Sedan
423,339,1059,619,26,train_01023,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01023.jpg,Sedan
9,67,397,239,155,train_01024,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01024.jpg,SUV
37,74,756,356,129,train_01025,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01025.jpg,Sedan
1,51,258,172,53,train_01026,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01026.jpg,Pick Up
34,88,750,540,50,train_01027,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01027.jpg,SUV
71,144,1101,712,180,train_01028,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01028.jpg,Coupe
6,47,316,235,70,train_01029,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01029.jpg,Pick Up
25,67,619,432,143,train_01030,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01030.jpg,SUV
130,10,839,346,2,train_01031,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01031.jpg,Sedan
34,52,442,319,54,train_01032,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01032.jpg,Pick Up
49,279,2791,1870,61,train_01033,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01033.jpg,Sedan
115,63,817,324,2,train_01034,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01034.jpg,Sedan
127,99,521,366,135,train_01035,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01035.jpg,Sedan
24,50,258,171,27,train_01036,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01036.jpg,Convertible
17,29,640,445,127,train_01037,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01037.jpg,Minivan
105,78,1330,817,182,train_01038,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01038.jpg,Sedan
70,116,465,308,41,train_01039,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01039.jpg,Sedan
28,21,105,79,88,train_01040,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01040.jpg,Van
27,87,623,402,119,train_01041,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01041.jpg,Van
23,78,383,254,73,train_01042,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01042.jpg,Sedan
199,184,1116,809,124,train_01043,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01043.jpg,Pick Up
33,57,608,429,91,train_01044,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01044.jpg,Pick Up
44,103,596,376,149,train_01045,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01045.jpg,SUV
58,46,454,393,193,train_01046,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01046.jpg,Hatchback
30,34,232,157,82,train_01047,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01047.jpg,Wagon
21,105,619,372,20,train_01048,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01048.jpg,Sedan
187,133,1504,891,167,train_01049,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01049.jpg,Sedan
157,172,693,441,132,train_01050,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01050.jpg,SUV
6,35,624,316,42,train_01051,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01051.jpg,Coupe
150,33,1729,1008,152,train_01052,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01052.jpg,Coupe
9,88,340,241,171,train_01053,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01053.jpg,Coupe
38,212,797,482,43,train_01054,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01054.jpg,Coupe
27,20,288,198,111,train_01055,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01055.jpg,Pick Up
108,68,693,304,135,train_01056,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01056.jpg,Sedan
6,178,588,386,79,train_01057,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01057.jpg,Sedan
14,97,493,359,93,train_01058,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01058.jpg,Coupe
25,112,579,289,26,train_01059,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01059.jpg,Sedan
12,34,423,239,69,train_01060,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01060.jpg,Pick Up
3,64,258,181,32,train_01061,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01061.jpg,SUV
2,169,629,369,61,train_01062,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01062.jpg,Sedan
351,286,3753,2243,78,train_01063,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01063.jpg,Minivan
4,37,319,217,37,train_01064,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01064.jpg,SUV
277,454,1504,1069,34,train_01065,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01065.jpg,Coupe
33,139,659,390,150,train_01066,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01066.jpg,Coupe
28,89,452,345,114,train_01067,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01067.jpg,Pick Up
86,160,1549,1090,191,train_01068,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01068.jpg,Hatchback
17,34,993,563,81,train_01069,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01069.jpg,Convertible
52,59,438,288,86,train_01070,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01070.jpg,Pick Up
30,209,1014,589,60,train_01071,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01071.jpg,Wagon
12,21,320,218,17,train_01072,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01072.jpg,Sedan
8,63,545,314,24,train_01073,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01073.jpg,Sedan
127,627,1993,1308,69,train_01074,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01074.jpg,Pick Up
4,8,290,176,111,train_01075,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01075.jpg,Pick Up
393,201,639,310,39,train_01076,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01076.jpg,Convertible
81,258,717,465,45,train_01077,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01077.jpg,Convertible
68,191,946,646,167,train_01078,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01078.jpg,Sedan
51,151,732,430,37,train_01079,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01079.jpg,SUV
49,40,591,369,192,train_01080,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01080.jpg,Hatchback
22,47,278,213,196,train_01081,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01081.jpg,Convertible
63,38,429,305,92,train_01082,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01082.jpg,Wagon
12,33,438,241,113,train_01083,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01083.jpg,Pick Up
45,37,566,304,49,train_01084,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01084.jpg,Sedan
90,53,460,257,14,train_01085,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01085.jpg,Coupe
11,136,392,254,55,train_01086,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01086.jpg,Convertible
21,35,361,212,73,train_01087,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01087.jpg,Sedan
70,57,429,267,159,train_01088,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01088.jpg,SUV
196,172,1396,890,30,train_01089,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01089.jpg,Wagon
15,57,528,299,153,train_01090,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01090.jpg,Coupe
105,167,582,307,22,train_01091,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01091.jpg,Coupe
24,187,586,483,25,train_01092,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01092.jpg,Coupe
2,79,479,359,93,train_01093,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01093.jpg,Coupe
2,7,300,225,22,train_01094,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01094.jpg,Coupe
128,272,1150,785,56,train_01095,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01095.jpg,Coupe
17,57,630,399,159,train_01096,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01096.jpg,SUV
91,99,529,381,18,train_01097,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01097.jpg,Wagon
37,315,1181,727,112,train_01098,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01098.jpg,Coupe
246,681,1344,1069,45,train_01099,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01099.jpg,Convertible
170,198,1084,843,131,train_01100,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01100.jpg,SUV
155,73,489,238,104,train_01101,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01101.jpg,Coupe
3,5,198,118,86,train_01102,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01102.jpg,Pick Up
14,35,261,169,48,train_01103,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01103.jpg,SUV
54,16,569,332,185,train_01104,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01104.jpg,Sedan
61,46,682,336,7,train_01105,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01105.jpg,Hatchback
126,234,809,509,167,train_01106,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01106.jpg,Sedan
22,141,1011,485,66,train_01107,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01107.jpg,Coupe
12,166,472,295,55,train_01108,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01108.jpg,Convertible
578,169,1427,925,167,train_01109,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01109.jpg,Sedan
70,260,1003,627,184,train_01110,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01110.jpg,Sedan
31,124,414,279,189,train_01111,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01111.jpg,SUV
199,192,908,617,193,train_01112,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01112.jpg,Hatchback
9,14,262,189,88,train_01113,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01113.jpg,Van
78,31,435,329,71,train_01114,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01114.jpg,Van
224,197,1833,1364,29,train_01115,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01115.jpg,Sedan
30,69,523,354,55,train_01116,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01116.jpg,Convertible
114,117,524,360,109,train_01117,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01117.jpg,SUV
65,85,602,419,118,train_01118,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01118.jpg,SUV
108,65,624,414,144,train_01119,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01119.jpg,Coupe
50,42,605,438,187,train_01120,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01120.jpg,Sedan
157,59,838,485,191,train_01121,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01121.jpg,Hatchback
48,49,596,450,34,train_01122,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01122.jpg,Coupe
72,210,978,665,20,train_01123,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01123.jpg,Sedan
39,124,577,319,11,train_01124,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01124.jpg,Coupe
77,81,561,392,54,train_01125,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01125.jpg,Pick Up
16,105,279,266,45,train_01126,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01126.jpg,Convertible
29,78,607,272,29,train_01127,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01127.jpg,Sedan
39,120,558,429,30,train_01128,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01128.jpg,Wagon
30,34,411,182,31,train_01129,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01129.jpg,Convertible
108,228,558,415,43,train_01130,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01130.jpg,Coupe
1,65,455,253,113,train_01131,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01131.jpg,Pick Up
12,120,766,501,143,train_01132,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01132.jpg,SUV
51,49,247,163,56,train_01133,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01133.jpg,Coupe
68,48,235,162,5,train_01134,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01134.jpg,Sedan
18,86,613,355,123,train_01135,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01135.jpg,Convertible
11,29,490,295,52,train_01136,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01136.jpg,SUV
57,71,710,501,90,train_01137,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01137.jpg,Pick Up
57,116,471,249,39,train_01138,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01138.jpg,Convertible
47,34,595,326,187,train_01139,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01139.jpg,Sedan
48,274,771,555,191,train_01140,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01140.jpg,Hatchback
19,229,1801,1144,170,train_01141,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01141.jpg,Hatchback
3,127,636,425,31,train_01142,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01142.jpg,Convertible
57,124,558,381,121,train_01143,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01143.jpg,SUV
11,41,555,333,190,train_01144,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01144.jpg,Hatchback
39,96,760,538,121,train_01145,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01145.jpg,SUV
42,55,264,152,56,train_01146,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01146.jpg,Coupe
1,1,526,530,64,train_01147,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01147.jpg,Van
32,109,575,267,10,train_01148,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01148.jpg,Convertible
5,20,388,239,165,train_01149,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01149.jpg,Sedan
176,118,486,313,101,train_01150,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01150.jpg,Coupe
32,48,272,196,22,train_01151,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01151.jpg,Coupe
4,24,417,309,78,train_01152,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01152.jpg,Minivan
25,64,741,301,97,train_01153,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01153.jpg,Sedan
206,173,805,478,146,train_01154,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01154.jpg,SUV
395,414,2378,1721,96,train_01155,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01155.jpg,Sedan
38,60,291,220,110,train_01156,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01156.jpg,SUV
32,135,466,266,15,train_01157,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01157.jpg,Coupe
57,25,579,433,187,train_01158,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01158.jpg,Sedan
30,23,390,256,195,train_01159,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01159.jpg,SUV
3,45,630,402,23,train_01160,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01160.jpg,Sedan
64,106,399,307,82,train_01161,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01161.jpg,Wagon
65,182,616,383,174,train_01162,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01162.jpg,Van
69,192,876,531,87,train_01163,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01163.jpg,Pick Up
235,425,1101,711,31,train_01164,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01164.jpg,Convertible
106,27,933,440,36,train_01165,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01165.jpg,Convertible
16,94,768,513,123,train_01166,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01166.jpg,Convertible
88,298,717,514,21,train_01167,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01167.jpg,Convertible
124,322,1010,662,46,train_01168,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01168.jpg,Coupe
27,17,249,189,73,train_01169,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01169.jpg,Sedan
63,106,454,299,141,train_01170,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01170.jpg,Coupe
102,6,606,480,88,train_01171,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01171.jpg,Van
50,107,458,299,122,train_01172,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01172.jpg,Pick Up
11,15,989,658,145,train_01173,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01173.jpg,SUV
1,20,275,184,122,train_01174,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01174.jpg,Pick Up
1,4,800,320,113,train_01175,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01175.jpg,Pick Up
28,33,285,177,65,train_01176,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01176.jpg,Pick Up
163,237,1061,737,165,train_01177,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01177.jpg,Sedan
68,169,712,401,43,train_01178,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01178.jpg,Coupe
85,200,463,344,11,train_01179,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01179.jpg,Coupe
11,29,294,185,16,train_01180,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01180.jpg,Sedan
25,125,620,349,126,train_01181,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01181.jpg,Minivan
70,193,762,445,161,train_01182,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01182.jpg,Convertible
75,260,923,593,153,train_01183,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01183.jpg,Coupe
16,40,464,244,46,train_01184,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01184.jpg,Coupe
147,180,1486,1011,52,train_01185,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01185.jpg,SUV
12,48,230,157,8,train_01186,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01186.jpg,Convertible
58,94,467,278,157,train_01187,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01187.jpg,Convertible
108,105,540,330,94,train_01188,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01188.jpg,SUV
22,278,625,445,153,train_01189,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01189.jpg,Coupe
78,95,999,667,63,train_01190,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01190.jpg,Sedan
13,34,235,184,116,train_01191,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01191.jpg,Van
18,115,445,334,30,train_01192,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01192.jpg,Wagon
5,19,320,139,48,train_01193,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01193.jpg,SUV
62,141,309,246,123,train_01194,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01194.jpg,Convertible
15,46,575,415,24,train_01195,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01195.jpg,Sedan
115,93,246,151,151,train_01196,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01196.jpg,Coupe
3,49,998,772,36,train_01197,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_train\01197.jpg,Convertible
